name,height,reach,stance,dob,url
Olivier Aubin-Mercier,"5' 9""","70""",Southpaw,"Feb 23, 1989",http://ufcstats.com/fighter-details/55ee431411ccf07a
Jessica Eye,"5' 6""","66""",Orthodox,"Jul 27, 1986",http://ufcstats.com/fighter-details/f72465a784c1b084
Katlyn Chookagian,"5' 9""","68""",Orthodox,"Dec 28, 1988",http://ufcstats.com/fighter-details/e872e9a9a902c045
Matthew Lopez,"5' 7""","69""",Southpaw,"Jan 21, 1987",http://ufcstats.com/fighter-details/2fc7e9701642ca38
Chad Laprise,"5' 10""","71""",Orthodox,"Jul 23, 1986",http://ufcstats.com/fighter-details/c03a5022f8439f2a
Tai Tuivasa,"6' 2""","75""",Southpaw,"Mar 16, 1993",http://ufcstats.com/fighter-details/c62fbc117d57b943
Mauricio Rua,"6' 1""","76""",Orthodox,"Nov 25, 1981",http://ufcstats.com/fighter-details/140745cbbcb023ac
Tyson Pedro,"6' 3""","79""",Orthodox,"Sep 17, 1991",http://ufcstats.com/fighter-details/49e96ff8ab781589
Mark Hunt,"5' 10""","72""",Orthodox,"Mar 23, 1974",http://ufcstats.com/fighter-details/eef9b891edbd4604
Jake Matthews,"5' 11""","73""",Orthodox,"Aug 19, 1994",http://ufcstats.com/fighter-details/a845f0735bc67405
Suman Mokhtarian,"5' 10""","67""",Orthodox,"Jun 13, 1992",http://ufcstats.com/fighter-details/192520689012c7e4
Aleksei Kunchenko,"5' 8""","70""",Orthodox,"May 02, 1984",http://ufcstats.com/fighter-details/e2ccd9a9ace60de7
Yushin Okami,"6' 2""","75""",Southpaw,"Jul 21, 1981",http://ufcstats.com/fighter-details/acff437707625fc7
Ben Nguyen,"5' 5""","65""",Switch,"Aug 03, 1988",http://ufcstats.com/fighter-details/840d2c82ea68b9aa
Salim Touahri,"5' 10""","72""",Orthodox,"Sep 28, 1989",http://ufcstats.com/fighter-details/cbf1c7ba5408a66f
Elias Garcia,"5' 5""","67""",Southpaw,"Sep 13, 1992",http://ufcstats.com/fighter-details/ac5a7400da3a9a41
Mizuto Hirota,"5' 7""","67""",Orthodox,"May 05, 1981",http://ufcstats.com/fighter-details/35faad160d346839
Alex Gorgees,"6' 2""","74""",Switch,"Aug 11, 1995",http://ufcstats.com/fighter-details/803bebcfb6d6f506
Juan Espino,"6' 4""","82""",,"Oct 09, 1980",http://ufcstats.com/fighter-details/ccf5dc41417e9daf
Justin Frazier,"6' 0""","75""",Southpaw,"Jun 15, 1989",http://ufcstats.com/fighter-details/78863e4a28204a6b
Pannie Kianzad,"5' 7""","68""",,"Dec 08, 1991",http://ufcstats.com/fighter-details/91dac5e69e28d5b5
Bryan Caraway,"5' 8""","68""",Orthodox,"Aug 04, 1984",http://ufcstats.com/fighter-details/5ef0088c1b19beeb
Darren Stewart,"6' 0""","74""",Orthodox,"Dec 30, 1990",http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
Ji Yeon Kim,"5' 7""","72""",Orthodox,"Oct 18, 1989",http://ufcstats.com/fighter-details/a20f234df70f2182
Rick Glenn,"6' 0""","70""",Southpaw,"Apr 12, 1989",http://ufcstats.com/fighter-details/814ff3018127e8fc
Michel Batista,"6' 3""",--,,"Apr 20, 1984",http://ufcstats.com/fighter-details/34218661c44ed55d
Leah Letson,"5' 7""","71""",,"Aug 21, 1992",http://ufcstats.com/fighter-details/8cb78f3a6c2a08f7
Julija Stoliarenko,"5' 7""","66""",,"Apr 08, 1993",http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Darrell Horcher,"5' 10""","70""",Southpaw,"Jul 28, 1987",http://ufcstats.com/fighter-details/18e8b7070228e728
Ricky Rainey,"6' 1""","77""",Switch,"Jun 29, 1983",http://ufcstats.com/fighter-details/9b1e3fb4f8cbd5b7
Song Yadong,"5' 8""","67""",Orthodox,"Dec 02, 1997",http://ufcstats.com/fighter-details/efb96bf3e9ada36f
Li Jingliang,"6' 0""","71""",Orthodox,"Mar 20, 1988",http://ufcstats.com/fighter-details/e64b96c07d7ce999
David Zawada,"6' 0""","75""",Orthodox,"Aug 01, 1990",http://ufcstats.com/fighter-details/3bb2dc8e87b10a46
Song Kenan,"6' 0""","71""",Orthodox,"Mar 10, 1990",http://ufcstats.com/fighter-details/32490e80ddab1e5a
Wu Yanan,"5' 8""","66""",Orthodox,"Apr 18, 1996",http://ufcstats.com/fighter-details/fdbefee0827e1567
Rashad Coulter,"5' 11""","76""",Orthodox,"Nov 27, 1981",http://ufcstats.com/fighter-details/d1528ac5675558b1
Hu Yaozong,"6' 3""","72""",Orthodox,"Apr 07, 1995",http://ufcstats.com/fighter-details/f1175ea3aafbf351
Liu Pingyuan,"5' 6""","72""",Orthodox,"Feb 13, 1993",http://ufcstats.com/fighter-details/31bbd39c0a075d4e
Martin Day,"5' 10""","73""",Orthodox,"Nov 10, 1988",http://ufcstats.com/fighter-details/ea3dcc417c322064
Yan Xiaonan,"5' 5""","63""",Orthodox,"Jun 16, 1989",http://ufcstats.com/fighter-details/c41d426cc7326d1b
Syuri Kondo,"5' 4""","66""",Orthodox,"Feb 08, 1989",http://ufcstats.com/fighter-details/a851c35f58199231
Su Mudaerji,"5' 8""","72""",Southpaw,"Jan 20, 1996",http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Santiago Ponzinibbio,"6' 0""","73""",Orthodox,"Sep 26, 1986",http://ufcstats.com/fighter-details/6d1bffff14897645
Neil Magny,"6' 3""","80""",Orthodox,"Aug 03, 1987",http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5
Ricardo Lamas,"5' 8""","71""",Orthodox,"May 21, 1982",http://ufcstats.com/fighter-details/3974fa35c917af1d
Darren Elkins,"5' 10""","71""",Orthodox,"May 16, 1984",http://ufcstats.com/fighter-details/92a9aa9c93192871
Cezar Ferreira,"6' 1""","78""",Southpaw,"Feb 15, 1985",http://ufcstats.com/fighter-details/dbc17725b887860a
Guido Cannetti,"5' 6""","68""",Southpaw,"Dec 19, 1979",http://ufcstats.com/fighter-details/d05412b513b19621
Bartosz Fabinski,"6' 0""","75""",Orthodox,"Apr 26, 1986",http://ufcstats.com/fighter-details/e17ac6410c8377f4
Ulka Sasaki,"5' 10""","71""",Southpaw,"Oct 07, 1989",http://ufcstats.com/fighter-details/7c3c48cf54a2848e
Humberto Bandenay,"5' 11""",--,Southpaw,"Sep 04, 1994",http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Hector Aldana,"5' 11""","72""",Orthodox,"Aug 17, 1988",http://ufcstats.com/fighter-details/c487223b0289bda9
Devin Powell,"6' 0""","73""",Orthodox,"Mar 01, 1988",http://ufcstats.com/fighter-details/065eb44700e641a4
Anderson Dos Santos,"5' 7""","67""",Orthodox,"Jul 24, 1985",http://ufcstats.com/fighter-details/bbc9ab95fa766493
Yair Rodriguez,"5' 11""","71""",,"Oct 06, 1992",http://ufcstats.com/fighter-details/cbf5e6f231b55443
Chan Sung Jung,"5' 7""","72""",Orthodox,"Mar 17, 1987",http://ufcstats.com/fighter-details/c451d67c09c55418
Germaine de Randamie,"5' 9""","71""",Orthodox,"Apr 24, 1984",http://ufcstats.com/fighter-details/1d239d571e342453
Raquel Pennington,"5' 7""","67""",Orthodox,"Sep 05, 1988",http://ufcstats.com/fighter-details/fc169c387b4b465d
Ashley Yoder,"5' 7""","69""",Southpaw,"Oct 20, 1987",http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8
Amanda Cooper,"5' 3""","64""",Switch,"Oct 22, 1991",http://ufcstats.com/fighter-details/d4a31850a7457f1b
Chas Skelly,"5' 11""","72""",Orthodox,"May 11, 1985",http://ufcstats.com/fighter-details/4bd6b4800070b069
John Gunther,"5' 9""","72""",Orthodox,"Nov 24, 1985",http://ufcstats.com/fighter-details/3956bdc8ab2e54b3
Joseph Morales,"5' 6""","69""",Switch,"Aug 22, 1994",http://ufcstats.com/fighter-details/2fe9032955c2e013
Joby Sanchez,"5' 6""","68""",Orthodox,"Jun 24, 1991",http://ufcstats.com/fighter-details/b12fc8a41e82d3a2
Daniel Cormier,"5' 11""","72""",Orthodox,"Mar 20, 1979",http://ufcstats.com/fighter-details/d967f0128c323de6
Chris Weidman,"6' 2""","78""",Orthodox,"Jun 17, 1984",http://ufcstats.com/fighter-details/3a8176e15b9887c1
Jason Knight,"5' 10""","71""",Orthodox,"Jul 14, 1992",http://ufcstats.com/fighter-details/bb1a2cdad6ff34db
Adam Wieczorek,"6' 5""","81""",Orthodox,"Feb 05, 1992",http://ufcstats.com/fighter-details/efa1f6b42c86793c
Artem Lobov,"5' 9""","65""",Southpaw,"Aug 11, 1986",http://ufcstats.com/fighter-details/02f2a9702ba3d167
Alex Garcia,"5' 9""","72""",Orthodox,"Jul 14, 1987",http://ufcstats.com/fighter-details/a2b12c3f3d60ff69
Sean Strickland,"6' 1""","76""",Orthodox,"Feb 27, 1991",http://ufcstats.com/fighter-details/0d8011111be000b2
Nasrat Haqparast,"5' 10""","72""",Southpaw,"Aug 22, 1995",http://ufcstats.com/fighter-details/b7b84ccd221be298
Thibault Gouti,"5' 10""","72""",Orthodox,"Feb 27, 1987",http://ufcstats.com/fighter-details/51e86de150ee8be6
Calvin Kattar,"5' 11""","72""",Orthodox,"Mar 26, 1988",http://ufcstats.com/fighter-details/751de04455cfaac0
Don Madge,"6' 0""","72""",Southpaw,"Nov 12, 1990",http://ufcstats.com/fighter-details/68c7ad953455c73f
Jessin Ayari,"6' 0""","73""",Orthodox,"May 31, 1992",http://ufcstats.com/fighter-details/6eaec40f724852f4
Khabib Nurmagomedov,"5' 10""","70""",Orthodox,"Sep 20, 1988",http://ufcstats.com/fighter-details/032cc3922d871c7f
Conor McGregor,"5' 9""","74""",Southpaw,"Jul 14, 1988",http://ufcstats.com/fighter-details/f4c49976c75c5ab2
Tony Ferguson,"5' 11""","76""",Orthodox,"Feb 12, 1984",http://ufcstats.com/fighter-details/22a92d7f62195791
Alexander Volkov,"6' 7""","80""",Orthodox,"Oct 24, 1988",http://ufcstats.com/fighter-details/279566840aa55bf2
Felice Herrig,"5' 4""","65""",Orthodox,"Sep 18, 1984",http://ufcstats.com/fighter-details/b6850671a008bf9a
Alan Patrick,"5' 11""","74""",Southpaw,"Jul 19, 1983",http://ufcstats.com/fighter-details/cd7763bcadb5d4c8
Gray Maynard,"5' 9""","70""",Orthodox,"May 09, 1979",http://ufcstats.com/fighter-details/7d96bc577e5178b2
Ryan LaFlare,"6' 1""","74""",Southpaw,"Oct 01, 1983",http://ufcstats.com/fighter-details/4c7781da8c6cae93
Francisco Trinaldo,"5' 9""","70""",Southpaw,"Aug 24, 1978",http://ufcstats.com/fighter-details/a8283a4f415e1eb9
Evan Dunham,"5' 10""","70""",Southpaw,"Dec 18, 1981",http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
Luis Henrique,"6' 2""","74""",Orthodox,"Aug 21, 1993",http://ufcstats.com/fighter-details/e5bda12faabfc850
Chase Sherman,"6' 4""","78""",Orthodox,"Nov 16, 1989",http://ufcstats.com/fighter-details/01b352b6a9074d5c
Mayra Bueno Silva,"5' 6""",--,Orthodox,"Aug 22, 1991",http://ufcstats.com/fighter-details/cc8c623cca88f54f
Thales Leites,"6' 1""","78""",Orthodox,"Sep 06, 1981",http://ufcstats.com/fighter-details/cfb65863d5099327
Hector Lombard,"5' 9""","71""",Southpaw,"Feb 02, 1978",http://ufcstats.com/fighter-details/db1f2ed63b54b9a7
Luigi Vendramini,"5' 8""",--,Orthodox,"Jan 16, 1996",http://ufcstats.com/fighter-details/2f1a257d6777096d
Alex Chambers,"5' 3""","63""",,"Oct 25, 1978",http://ufcstats.com/fighter-details/26b63bc5c0c1f65d
Khalid Murtazaliev,"6' 0""","76""",Orthodox,"Jul 15, 1993",http://ufcstats.com/fighter-details/231cae8b77fbbcc1
CB Dollaway,"6' 2""","76""",Orthodox,"Aug 10, 1983",http://ufcstats.com/fighter-details/5d7bdab5e03e3216
Jin Soo Son,"5' 6""","69""",Orthodox,"Apr 01, 1993",http://ufcstats.com/fighter-details/7c9c6a884be167fe
Kajan Johnson,"5' 11""","75""",Orthodox,"Apr 21, 1984",http://ufcstats.com/fighter-details/633a45d131192ffe
Mairbek Taisumov,"5' 9""","73""",Orthodox,"Aug 08, 1988",http://ufcstats.com/fighter-details/8f5c8850b2484173
Marcin Prachnio,"6' 3""","74""",Orthodox,"Jul 14, 1988",http://ufcstats.com/fighter-details/6370c1c1e12723d5
Jordan Johnson,"6' 2""","79""",Orthodox,"Nov 18, 1988",http://ufcstats.com/fighter-details/99bcdf5eac39898f
Adam Yandiev,"5' 9""","74""",Orthodox,"Aug 07, 1988",http://ufcstats.com/fighter-details/0a95c474e61a6c44
Ramazan Emeev,"5' 10""","76""",Southpaw,"May 23, 1987",http://ufcstats.com/fighter-details/abd5fb12437eda21
Stefan Sekulic,"6' 0""","75""",Southpaw,"Feb 12, 1992",http://ufcstats.com/fighter-details/348dff4e03bd18c6
Terrion Ware,"5' 8""","71""",Orthodox,"Mar 31, 1986",http://ufcstats.com/fighter-details/ba5e253af86db1a8
Abdul Razak Alhassan,"5' 10""","73""",Orthodox,"Aug 11, 1985",http://ufcstats.com/fighter-details/eae431e70064e046
Tatiana Suarez,"5' 5""","66""",,"Dec 19, 1990",http://ufcstats.com/fighter-details/b08012bbe542592a
Craig White,"6' 2""","76""",Orthodox,"Jul 01, 1990",http://ufcstats.com/fighter-details/3dd949593346dbc3
Jarred Brooks,"5' 3""","62""",Switch,"May 02, 1993",http://ufcstats.com/fighter-details/81d9df19e255b8b6
Roberto Sanchez,"5' 6""","66""",Orthodox,"Mar 05, 1986",http://ufcstats.com/fighter-details/546f8599a63c29da
Jake Ellenberger,"5' 9""","71""",Orthodox,"Mar 28, 1985",http://ufcstats.com/fighter-details/d81ac739417d7f53
John Moraga,"5' 6""","66""",Orthodox,"Mar 20, 1984",http://ufcstats.com/fighter-details/92437c6775b3f7d1
Tim Williams,"6' 2""","76""",Orthodox,"Jul 03, 1986",http://ufcstats.com/fighter-details/990bd63726a577f8
James Krause,"6' 2""","73""",Orthodox,"Jun 04, 1986",http://ufcstats.com/fighter-details/8f6a18831a120817
Iuri Alcantara,"5' 9""","71""",Southpaw,"Aug 04, 1980",http://ufcstats.com/fighter-details/2f95a3c6d58b2aad
George Sullivan,"6' 0""","73""",Orthodox,"Mar 13, 1981",http://ufcstats.com/fighter-details/6c7e25571490aa3b
Kalindra Faria,"5' 7""",--,Switch,"Jul 23, 1986",http://ufcstats.com/fighter-details/27b164b0d1833df0
Jon Tuck,"5' 11""","73""",Orthodox,"Aug 28, 1984",http://ufcstats.com/fighter-details/53ec9cb470e1a4ea
Demetrious Johnson,"5' 3""","66""",Orthodox,"Aug 13, 1986",http://ufcstats.com/fighter-details/8a304bfd6bf04a57
Brett Johns,"5' 7""","71""",Orthodox,"Feb 21, 1992",http://ufcstats.com/fighter-details/ec52462a1b41f714
Jose Torres,"5' 4""","65""",Orthodox,"Aug 02, 1992",http://ufcstats.com/fighter-details/d2036f31c035e0d1
Danielle Taylor,"5' 0""","60""",Orthodox,"Oct 25, 1989",http://ufcstats.com/fighter-details/b76c6268dc1d3c05
Eddie Alvarez,"5' 9""","69""",Orthodox,"Jan 11, 1984",http://ufcstats.com/fighter-details/33a331684283900f
Jordan Mein,"6' 0""","73""",Orthodox,"Oct 10, 1989",http://ufcstats.com/fighter-details/2aa49b3766a59bcd
Matheus Nicolau,"5' 6""","66""",,"Jan 06, 1993",http://ufcstats.com/fighter-details/1a31ef98efce7a79
Alvaro Herrera,"6' 0""","74""",,"May 14, 1990",http://ufcstats.com/fighter-details/74d35fbc9c6a61bd
Abu Azaitar,"5' 9""","76""",Orthodox,"Mar 10, 1986",http://ufcstats.com/fighter-details/46d0a888d87d91ac
Vitor Miranda,"6' 1""","77""",Orthodox,"Mar 10, 1979",http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa
Emil Meek,"5' 11""","74""",Switch,"Aug 20, 1988",http://ufcstats.com/fighter-details/103b06d8707895a9
Davey Grant,"5' 8""","69""",,"Dec 18, 1985",http://ufcstats.com/fighter-details/113df4fde64735c6
Jeremy Kimball,"6' 0""","72""",Switch,"Jan 03, 1991",http://ufcstats.com/fighter-details/917a5cb9821df261
Damian Stasiak,"5' 5""","70""",Orthodox,"Feb 20, 1990",http://ufcstats.com/fighter-details/42a7e90605df3c8a
Sage Northcutt,"6' 0""","71""",Orthodox,"Mar 01, 1996",http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c
Randy Brown,"6' 3""","78""",Orthodox,"Jul 08, 1990",http://ufcstats.com/fighter-details/c6aee362c7a7d482
Eddie Wineland,"5' 7""","69""",Orthodox,"Jun 26, 1984",http://ufcstats.com/fighter-details/fc9a9559a05f2704
Justin Scoggins,"5' 7""","66""",Southpaw,"May 02, 1992",http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b
Stipe Miocic,"6' 4""","80""",Orthodox,"Aug 19, 1982",http://ufcstats.com/fighter-details/d28dee5c705991df
Gokhan Saki,"6' 0""","73""",Orthodox,"Oct 19, 1983",http://ufcstats.com/fighter-details/4690d47bf725fd98
Paulo Costa,"6' 1""","72""",,"Apr 21, 1991",http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82
Jamie Moyle,"5' 1""","65""",Orthodox,"Mar 17, 1989",http://ufcstats.com/fighter-details/882d62561063a927
Brad Tavares,"6' 1""","74""",Orthodox,"Dec 21, 1987",http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Joe Giannetti,"6' 0""","74""",Southpaw,"Jul 05, 1995",http://ufcstats.com/fighter-details/946db8a378903cc3
Jay Cucciniello,"5' 7""",--,Orthodox,"Jul 23, 1986",http://ufcstats.com/fighter-details/683ea28a198936fe
Martin Bravo,"5' 8""","71""",Southpaw,"Sep 21, 1993",http://ufcstats.com/fighter-details/9c44f290f5726d95
Barb Honchak,"5' 4""","65""",,"Aug 30, 1979",http://ufcstats.com/fighter-details/472f6f6e6d962f40
Alessio Di Chirico,"6' 0""","74""",Orthodox,"Dec 12, 1989",http://ufcstats.com/fighter-details/77d7295d1b22c694
Julian Marquez,"6' 2""","75""",Orthodox,"May 08, 1990",http://ufcstats.com/fighter-details/d0e1b42d41dab603
Richie Smullen,"5' 9""","68""",Orthodox,"Aug 17, 1991",http://ufcstats.com/fighter-details/f75c5ca0d91b9115
Allan Zuniga,"5' 7""","70""",Orthodox,"Apr 04, 1992",http://ufcstats.com/fighter-details/523af801b3429015
Tyler Diamond,"5' 7""","69""",Orthodox,"Mar 18, 1991",http://ufcstats.com/fighter-details/f5f6419c5f00abad
Matt Bessette,"5' 10""","70""",Orthodox,"Dec 28, 1984",http://ufcstats.com/fighter-details/0b8d512c79b4baf3
Oskar Piechota,"6' 0""","76""",Southpaw,"Jan 24, 1990",http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e
Jessica-Rose Clark,"5' 5""","64""",Orthodox,"Nov 28, 1987",http://ufcstats.com/fighter-details/6c8072b61c276e67
Daichi Abe,"5' 11""","71""",Orthodox,"Nov 27, 1991",http://ufcstats.com/fighter-details/5140122c3eecd307
Felipe Arantes,"5' 8""","73""",Orthodox,"Feb 09, 1988",http://ufcstats.com/fighter-details/71002dbc1743b9a7
Rolando Dy,"5' 8""","69""",Orthodox,"Aug 11, 1990",http://ufcstats.com/fighter-details/55ed59d541f8b90c
Shinsho Anzai,"5' 7""","70""",Orthodox,"Dec 01, 1985",http://ufcstats.com/fighter-details/4665f9f909cd7214
Viviane Pereira,"5' 1""","63""",Orthodox,"Aug 28, 1993",http://ufcstats.com/fighter-details/d50382dc0565a9e1
Naoki Inoue,"5' 9""","71""",Orthodox,"Jun 14, 1997",http://ufcstats.com/fighter-details/199eb7cf6ae90294
Jenel Lausa,"5' 5""","68""",Orthodox,"Aug 01, 1988",http://ufcstats.com/fighter-details/ec664422b22d9787
Melinda Fabian,"5' 6""","66""",,"Jun 25, 1987",http://ufcstats.com/fighter-details/8c020156779f7888
Robert Whittaker,"6' 0""","73""",Orthodox,"Dec 20, 1990",http://ufcstats.com/fighter-details/e1147d3d2dabe1ce
Yoel Romero,"6' 0""","73""",Southpaw,"Apr 30, 1977",http://ufcstats.com/fighter-details/f77c68bb4be8516d
Colby Covington,"5' 11""","72""",Orthodox,"Feb 22, 1988",http://ufcstats.com/fighter-details/dc9572dd6ec74859
Holly Holm,"5' 8""","69""",Southpaw,"Oct 17, 1981",http://ufcstats.com/fighter-details/634e2fb70bde3fd5
Mike Jackson,"6' 2""",--,Orthodox,"Mar 22, 1985",http://ufcstats.com/fighter-details/0641c21bec209472
CM Punk,"6' 1""","73""",Orthodox,"Oct 26, 1978",http://ufcstats.com/fighter-details/a8c9d16fe2a14d72
Mirsad Bektic,"5' 8""","70""",Orthodox,"Feb 16, 1991",http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Rashad Evans,"6' 0""","75""",Orthodox,"Sep 25, 1979",http://ufcstats.com/fighter-details/ee779c43a8926d52
Mike Santiago,"5' 10""","69""",Orthodox,"Jul 28, 1989",http://ufcstats.com/fighter-details/bc656db347f31e19
Vinc Pichel,"5' 10""","72""",Orthodox,"Nov 23, 1982",http://ufcstats.com/fighter-details/c77a953488e5607d
Daniel Spitz,"6' 7""","82""",Orthodox,"Jul 31, 1990",http://ufcstats.com/fighter-details/f86cb5f25d545e0e
Lauren Murphy,"5' 7""","67""",Orthodox,"Jul 27, 1983",http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Gleison Tibau,"5' 10""","71""",Southpaw,"Oct 07, 1983",http://ufcstats.com/fighter-details/75e5fec9f72910ef
Johnny Eduardo,"5' 7""","71""",Orthodox,"Aug 03, 1978",http://ufcstats.com/fighter-details/528c24b99fbaab79
Mads Burnell,"5' 8""","69""",Orthodox,"Mar 06, 1994",http://ufcstats.com/fighter-details/69f01b25dfabaf6b
Eric Spicely,"6' 1""","73""",Orthodox,"Sep 29, 1986",http://ufcstats.com/fighter-details/b9664eae2ac75262
Tom Breese,"6' 3""","73""",Southpaw,"Sep 26, 1991",http://ufcstats.com/fighter-details/1588b787bda7b540
Daniel Kelly,"6' 0""","70""",Southpaw,"Oct 31, 1977",http://ufcstats.com/fighter-details/bdcbb976816fd256
Bradley Scott,"6' 1""","76""",,"Jun 24, 1989",http://ufcstats.com/fighter-details/34e552520a934063
Alexa Grasso,"5' 5""","66""",Orthodox,"Aug 09, 1993",http://ufcstats.com/fighter-details/e8b731feff72294b
Diego Rivas,"5' 8""","69""",Orthodox,"Nov 11, 1991",http://ufcstats.com/fighter-details/09f579be4520394a
Brandon Moreno,"5' 7""","70""",Orthodox,"Dec 07, 1993",http://ufcstats.com/fighter-details/792be9a24df82ed6
Gabriel Benitez,"5' 8""","71""",Southpaw,"Jun 15, 1988",http://ufcstats.com/fighter-details/436f970c9ea9169c
Henry Briones,"5' 8""","69""",,"Oct 22, 1980",http://ufcstats.com/fighter-details/01fcef7e3d051722
Claudio Puelles,"5' 11""","72""",Southpaw,"Apr 21, 1996",http://ufcstats.com/fighter-details/d747eb273a40a920
Felipe Silva,"6' 0""","77""",Orthodox,"May 08, 1984",http://ufcstats.com/fighter-details/1b38a2b897f6209c
Mackenzie Dern,"5' 4""","63""",Orthodox,"Mar 24, 1993",http://ufcstats.com/fighter-details/7447e9f28508106a
Lyoto Machida,"6' 1""","74""",Southpaw,"May 30, 1978",http://ufcstats.com/fighter-details/f7a7f7118d4b01b6
Vitor Belfort,"6' 0""","74""",Southpaw,"Apr 01, 1977",http://ufcstats.com/fighter-details/0ee783aa00e468f0
Alberto Mina,"6' 0""","77""",Orthodox,"May 02, 1982",http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11
James Bochnovic,"6' 4""","81""",Orthodox,"Feb 13, 1989",http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
Frankie Edgar,"5' 6""","68""",Orthodox,"Oct 16, 1981",http://ufcstats.com/fighter-details/f2688492b9a525a3
Luan Chagas,"6' 0""","75""",Orthodox,"Jun 17, 1993",http://ufcstats.com/fighter-details/9ccf8371fd80d45d
Marvin Vettori,"6' 0""","74""",Southpaw,"Sep 20, 1993",http://ufcstats.com/fighter-details/7acbb0972e75281a
Muslim Salikhov,"5' 11""","70""",Orthodox,"Jun 09, 1984",http://ufcstats.com/fighter-details/447f9858ae78f921
Shana Dobson,"5' 6""","69""",,"Mar 30, 1989",http://ufcstats.com/fighter-details/122ac9b816d8b71c
Patrick Williams,"5' 8""","73""",Orthodox,"Sep 07, 1981",http://ufcstats.com/fighter-details/39330403ad27c2bb
Chris Gruetzemacher,"5' 8""","68""",Orthodox,"Jun 16, 1986",http://ufcstats.com/fighter-details/feaf00f3373435d6
Joe Lauzon,"5' 10""","71""",Orthodox,"May 22, 1984",http://ufcstats.com/fighter-details/3bad7ef643840f67
Bec Rawlings,"5' 6""","64""",Orthodox,"Feb 11, 1989",http://ufcstats.com/fighter-details/907e60fd13407e1e
Fabricio Werdum,"6' 4""","77""",Orthodox,"Jul 30, 1977",http://ufcstats.com/fighter-details/492b202d2064e7a9
Tom Duquesnoy,"5' 7""","68""",Orthodox,"Jun 21, 1993",http://ufcstats.com/fighter-details/e979c76341f19b22
Peter Sobotta,"6' 0""","75""",Southpaw,"Jan 11, 1987",http://ufcstats.com/fighter-details/1fcfc3709fe58151
Oliver Enkamp,"6' 0""","77""",Switch,"Aug 10, 1991",http://ufcstats.com/fighter-details/330bafba312face4
Dmitry Sosnovskiy,"6' 3""","77""",Orthodox,"Jul 06, 1989",http://ufcstats.com/fighter-details/85ff1b9471d35238
Mark Godbeer,"6' 4""","77""",Orthodox,"Nov 22, 1983",http://ufcstats.com/fighter-details/ad56b3f00ca38dfd
Sean O'Malley,"5' 11""","72""",Switch,"Oct 24, 1994",http://ufcstats.com/fighter-details/b50a426a33da0012
Ketlen Vieira,"5' 8""","68""",Orthodox,"Aug 26, 1991",http://ufcstats.com/fighter-details/b9706f80d005036c
Mike Pyle,"6' 0""","74""",Orthodox,"Sep 18, 1975",http://ufcstats.com/fighter-details/f5990c11974d8e9c
Sara McMann,"5' 6""","66""",Orthodox,"Sep 24, 1980",http://ufcstats.com/fighter-details/7be74a12d7352df2
Russell Doane,"5' 7""","70""",Orthodox,"Aug 13, 1986",http://ufcstats.com/fighter-details/f50d95223751e6ca
Albert Morales,"5' 9""","72""",Orthodox,"May 25, 1991",http://ufcstats.com/fighter-details/544d7460b3e44393
Brian Camozzi,"6' 2""","78""",Orthodox,"Jun 24, 1991",http://ufcstats.com/fighter-details/1999ffb5cebc314f
Joshua Burkman,"5' 10""","72""",Orthodox,"Apr 10, 1980",http://ufcstats.com/fighter-details/6da99156486ed6c2
Luke Rockhold,"6' 3""","77""",Southpaw,"Oct 17, 1984",http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb
Cyril Asker,"6' 0""","74""",Orthodox,"Dec 24, 1985",http://ufcstats.com/fighter-details/9be6020024133293
Damien Brown,"5' 10""","68""",Orthodox,"Dec 25, 1984",http://ufcstats.com/fighter-details/d024ed963e8bf7ea
Rob Wilkinson,"6' 3""","80""",Orthodox,"Feb 22, 1992",http://ufcstats.com/fighter-details/826475cc758e60e6
Jeremy Kennedy,"5' 11""","71""",Orthodox,"Sep 16, 1992",http://ufcstats.com/fighter-details/68f6e96c5fa6e044
Luke Jumeau,"5' 11""","72""",Orthodox,"Feb 12, 1988",http://ufcstats.com/fighter-details/4c288a2b250bb576
Tim Johnson,"6' 3""","77""",Southpaw,"Mar 13, 1985",http://ufcstats.com/fighter-details/cc900af167fbedfd
Maia Stevenson,"5' 4""","62""",Orthodox,"Mar 19, 1982",http://ufcstats.com/fighter-details/2fee10d5cf86bfca
